"policy_id";"customer_id";"product_type";"coverage_amount";"annual_premium";"policy_start_date";"policy_end_date";"agent_id";"status"
"POL52934";"CUST11136";"Health";125649.29;18164.42;"2022-07-24 00:00:00";"2023-04-30 00:00:00";"AGT5259";"Active"
"POL52937";"CUST11203";"Health";307636.72;29345.84;"2024-03-05 00:00:00";"2024-12-26 00:00:00";"AGT5058";"Cancelled"
"POL52939";"CUST10765";"Property";378539.47;22675.26;"2021-06-03 00:00:00";"2022-01-31 00:00:00";"AGT5151";"Active"
"POL52940";"CUST10238";"Property";221035.33;19124.35;"2021-04-23 00:00:00";"2025-01-06 00:00:00";"AGT5241";"Active"
"POL52942";"CUST10556";"Health";120750.03;45710.03;"2024-04-12 00:00:00";"2024-11-04 00:00:00";"AGT5106";"Cancelled"
"POL52943";"CUST10264";"Vehicle";748646.6;45515.36;"2021-09-21 00:00:00";"2022-07-08 00:00:00";"AGT5129";"Lapsed"
"POL52944";"CUST10027";"Health";361523.17;30763.03;"2021-01-12 00:00:00";"2022-06-12 00:00:00";"AGT5146";"Lapsed"
"POL52945";"CUST11165";"Property";829657.07;25222.17;"2024-04-30 00:00:00";"2025-03-29 00:00:00";"AGT5285";"Active"
"POL52946";"CUST10747";"Health";233634.82;33293.42;"2024-03-05 00:00:00";"2024-06-23 00:00:00";"AGT5066";"Lapsed"
"POL52948";"CUST12358";"Whole";102498.09;17194.82;"2022-05-27 00:00:00";"2024-09-08 00:00:00";"AGT5120";"Lapsed"
"POL52949";"CUST10862";"Property";796273.59;41246.0;"2022-07-20 00:00:00";"2022-07-27 00:00:00";"AGT5131";"Cancelled"
"POL52951";"CUST10441";"Term";375289.6;26446.16;"2022-03-17 00:00:00";"2025-07-23 00:00:00";"AGT5012";"Active"
"POL52952";"CUST10474";"Vehicle";323150.9;10485.49;"2023-08-12 00:00:00";"2024-05-25 00:00:00";"AGT5098";"Cancelled"
"POL52953";"CUST11367";"Property";845876.42;25474.33;"2020-07-30 00:00:00";"2025-05-26 00:00:00";"AGT5099";"Lapsed"
"POL52954";"CUST11626";"Whole";937458.99;40480.56;"2022-01-27 00:00:00";"2024-07-29 00:00:00";"AGT5041";"Active"
"POL52956";"CUST11554";"Property";486391.89;6407.01;"2023-12-22 00:00:00";"2024-02-29 00:00:00";"AGT5231";"Lapsed"
"POL52957";"CUST11187";"Term";127646.94;37061.51;"2024-06-06 00:00:00";"2025-04-28 00:00:00";"AGT5151";"Cancelled"
"POL52958";"CUST11470";"Whole";836643.86;18686.54;"2023-02-22 00:00:00";"2023-06-14 00:00:00";"AGT5189";"Active"
"POL52959";"CUST10969";"Vehicle";807936.87;48299.87;"2022-11-20 00:00:00";"2025-05-16 00:00:00";"AGT5291";"Cancelled"
"POL52960";"CUST10232";"Property";124289.39;19507.7;"2023-12-31 00:00:00";"2024-10-14 00:00:00";"AGT5069";"Active"
"POL52961";"CUST11107";"Vehicle";948474.95;27204.0;"2024-01-10 00:00:00";"2024-11-07 00:00:00";"AGT5157";"Cancelled"
"POL52963";"CUST12067";"Whole";157062.49;3718.52;"2023-08-13 00:00:00";"2023-11-16 00:00:00";"AGT5286";"Cancelled"
"POL52965";"CUST10916";"Health";748124.5;31646.11;"2022-12-16 00:00:00";"2023-06-22 00:00:00";"AGT5051";"Cancelled"
"POL52967";"CUST12275";"Term";808593.77;13641.05;"2023-09-06 00:00:00";"2024-11-22 00:00:00";"AGT5049";"Cancelled"
"POL52968";"CUST10045";"Property";209879.31;36715.28;"2024-07-22 00:00:00";"2024-12-27 00:00:00";"AGT5181";"Cancelled"
"POL52969";"CUST10860";"Term";753584.55;35710.11;"2021-03-24 00:00:00";"2024-07-11 00:00:00";"AGT5253";"Active"
"POL52970";"CUST10681";"Vehicle";269839.38;47290.95;"2024-03-01 00:00:00";"2024-09-22 00:00:00";"AGT5191";"Lapsed"
"POL52971";"CUST12141";"Vehicle";517371.38;42335.23;"2024-06-06 00:00:00";"2024-06-19 00:00:00";"AGT5028";"Active"
"POL52973";"CUST11837";"Property";935360.77;19052.5;"2021-06-28 00:00:00";"2022-03-25 00:00:00";"AGT5297";"Active"
"POL52974";"CUST10428";"Vehicle";287577.39;29559.67;"2021-07-28 00:00:00";"2025-03-22 00:00:00";"AGT5296";"Cancelled"
"POL52975";"CUST10688";"Health";632864.51;30871.99;"2021-05-21 00:00:00";"2022-10-22 00:00:00";"AGT5024";"Lapsed"
"POL52976";"CUST10360";"Whole";990299.39;4961.18;"2023-10-23 00:00:00";"2024-04-17 00:00:00";"AGT5077";"Lapsed"
"POL52977";"CUST10145";"Vehicle";545263.49;36438.79;"2024-01-29 00:00:00";"2024-11-29 00:00:00";"AGT5256";"Lapsed"
"POL52981";"CUST10117";"Whole";959773.69;21943.17;"2024-06-06 00:00:00";"2024-08-20 00:00:00";"AGT5176";"Lapsed"
"POL52986";"CUST12357";"Health";305526.42;48730.3;"2023-06-20 00:00:00";"2023-12-09 00:00:00";"AGT5124";"Lapsed"
"POL52987";"CUST11277";"Health";145787.46;19826.86;"2022-01-25 00:00:00";"2024-04-03 00:00:00";"AGT5223";"Cancelled"
"POL52988";"CUST10035";"Health";609266.14;47951.7;"2022-09-05 00:00:00";"2022-12-01 00:00:00";"AGT5170";"Lapsed"
"POL52989";"CUST11666";"Property";914279.26;36805.57;"2022-03-17 00:00:00";"2023-05-05 00:00:00";"AGT5283";"Cancelled"
"POL52990";"CUST10485";"Health";343951.78;24945.03;"2021-12-17 00:00:00";"2023-04-07 00:00:00";"AGT5192";"Active"
"POL52991";"CUST12402";"Property";314468.54;46850.37;"2024-07-02 00:00:00";"2025-02-01 00:00:00";"AGT5192";"Lapsed"
"POL52992";"CUST12437";"Term";897552.15;5794.9;"2023-01-24 00:00:00";"2023-12-30 00:00:00";"AGT5157";"Lapsed"
"POL52993";"CUST12231";"Property";359018.02;35462.92;"2024-04-16 00:00:00";"2024-07-02 00:00:00";"AGT5124";"Cancelled"
"POL52994";"CUST10580";"Term";134790.38;31987.92;"2023-01-20 00:00:00";"2024-04-22 00:00:00";"AGT5056";"Active"
"POL52995";"CUST12446";"Health";611533.23;43410.14;"2023-08-01 00:00:00";"2025-05-30 00:00:00";"AGT5004";"Active"
"POL52996";"CUST11673";"Property";188614.18;12426.65;"2021-05-25 00:00:00";"2024-12-14 00:00:00";"AGT5089";"Active"
"POL52999";"CUST11654";"Property";819323.5;37599.46;"2022-07-09 00:00:00";"2023-12-04 00:00:00";"AGT5008";"Lapsed"
"POL53000";"CUST10851";"Whole";818453.99;16813.25;"2022-08-23 00:00:00";"2024-01-13 00:00:00";"AGT5241";"Cancelled"
"POL53002";"CUST12450";"Term";524214.36;11164.54;"2023-09-19 00:00:00";"2024-07-02 00:00:00";"AGT5216";"Lapsed"
"POL53003";"CUST10822";"Health";539904.2;46798.59;"2021-05-25 00:00:00";"2024-08-18 00:00:00";"AGT5253";"Active"
"POL53007";"CUST10482";"Term";748071.84;43702.82;"2022-10-14 00:00:00";"2025-06-15 00:00:00";"AGT5023";"Lapsed"
"POL53008";"CUST11821";"Vehicle";292459.73;7432.05;"2023-03-05 00:00:00";"2025-01-31 00:00:00";"AGT5066";"Lapsed"
"POL53010";"CUST11341";"Health";734767.38;27364.2;"2023-12-26 00:00:00";"2024-04-14 00:00:00";"AGT5118";"Cancelled"
"POL53011";"CUST10794";"Whole";338152.5;11169.7;"2022-12-30 00:00:00";"2023-01-11 00:00:00";"AGT5242";"Lapsed"
"POL53012";"CUST11579";"Health";484887.47;43088.93;"2023-10-23 00:00:00";"2025-04-20 00:00:00";"AGT5182";"Active"
"POL53014";"CUST11452";"Term";222209.43;18165.58;"2020-09-11 00:00:00";"2021-01-22 00:00:00";"AGT5054";"Lapsed"
"POL53016";"CUST10362";"Property";836765.48;10930.55;"2021-10-17 00:00:00";"2025-06-10 00:00:00";"AGT5028";"Lapsed"
"POL53017";"CUST11101";"Term";949294.32;38991.89;"2021-10-17 00:00:00";"2022-06-26 00:00:00";"AGT5293";"Lapsed"
"POL53019";"CUST11299";"Term";802879.76;14315.63;"2022-07-24 00:00:00";"2023-01-11 00:00:00";"AGT5258";"Active"
"POL53021";"CUST10628";"Health";461551.41;10324.24;"2022-12-24 00:00:00";"2023-03-16 00:00:00";"AGT5194";"Active"
"POL53022";"CUST11191";"Vehicle";825723.19;6465.43;"2024-01-08 00:00:00";"2024-10-30 00:00:00";"AGT5034";"Lapsed"
"POL53023";"CUST10246";"Property";864954.37;27999.55;"2022-02-20 00:00:00";"2024-11-17 00:00:00";"AGT5296";"Active"
"POL53024";"CUST11977";"Vehicle";810232.86;34639.52;"2022-02-06 00:00:00";"2024-12-09 00:00:00";"AGT5031";"Active"
"POL53025";"CUST10486";"Health";897480.07;20770.05;"2023-11-09 00:00:00";"2025-04-07 00:00:00";"AGT5193";"Active"
"POL53027";"CUST10904";"Property";191215.24;41862.45;"2023-12-03 00:00:00";"2025-07-14 00:00:00";"AGT5127";"Active"
"POL53028";"CUST11354";"Term";116576.64;49576.92;"2023-03-14 00:00:00";"2024-07-19 00:00:00";"AGT5015";"Cancelled"
"POL53031";"CUST11754";"Vehicle";706627.04;18153.28;"2024-04-02 00:00:00";"2024-10-02 00:00:00";"AGT5097";"Lapsed"
"POL53032";"CUST11811";"Whole";272055.91;12489.7;"2023-01-06 00:00:00";"2024-06-22 00:00:00";"AGT5178";"Active"
"POL53033";"CUST11745";"Property";435174.14;26617.23;"2022-05-30 00:00:00";"2023-02-20 00:00:00";"AGT5140";"Cancelled"
"POL53034";"CUST10830";"Whole";540935.8;44776.09;"2022-05-16 00:00:00";"2025-06-30 00:00:00";"AGT5145";"Lapsed"
"POL53035";"CUST11792";"Whole";410451.74;5245.77;"2022-11-25 00:00:00";"2023-12-14 00:00:00";"AGT5220";"Lapsed"
"POL53037";"CUST11382";"Vehicle";203237.66;18471.12;"2021-05-03 00:00:00";"2022-02-06 00:00:00";"AGT5055";"Cancelled"
"POL53041";"CUST12231";"Term";518617.04;9732.6;"2024-06-27 00:00:00";"2025-06-14 00:00:00";"AGT5165";"Active"
"POL53042";"CUST10725";"Whole";249479.4;46055.25;"2024-03-17 00:00:00";"2025-01-18 00:00:00";"AGT5213";"Lapsed"
"POL53043";"CUST10568";"Term";743170.83;46394.55;"2022-06-10 00:00:00";"2024-07-07 00:00:00";"AGT5283";"Active"
"POL53044";"CUST10900";"Health";200363.56;41487.37;"2023-07-30 00:00:00";"2024-04-19 00:00:00";"AGT5243";"Cancelled"
"POL53045";"CUST10931";"Health";216303.52;12802.57;"2024-03-22 00:00:00";"2024-10-25 00:00:00";"AGT5212";"Active"
"POL53047";"CUST11704";"Term";400212.92;48897.88;"2022-07-09 00:00:00";"2022-07-16 00:00:00";"AGT5085";"Cancelled"
"POL53048";"CUST11050";"Property";122841.13;3866.84;"2021-01-09 00:00:00";"2022-07-19 00:00:00";"AGT5177";"Active"
"POL53049";"CUST10239";"Whole";550120.17;10446.39;"2023-04-11 00:00:00";"2023-06-30 00:00:00";"AGT5176";"Active"
"POL53050";"CUST10487";"Whole";438690.61;14358.11;"2024-06-03 00:00:00";"2025-03-12 00:00:00";"AGT5177";"Cancelled"
"POL53052";"CUST10927";"Whole";591048.74;37618.7;"2023-06-26 00:00:00";"2025-04-02 00:00:00";"AGT5037";"Lapsed"
"POL53054";"CUST10011";"Health";292158.93;31201.09;"2022-04-05 00:00:00";"2023-05-21 00:00:00";"AGT5205";"Cancelled"
"POL53055";"CUST10406";"Vehicle";373275.86;39381.21;"2022-08-06 00:00:00";"2024-08-21 00:00:00";"AGT5237";"Lapsed"
"POL53056";"CUST12003";"Health";711231.17;35831.84;"2024-01-13 00:00:00";"2025-01-31 00:00:00";"AGT5206";"Active"
"POL53057";"CUST11799";"Vehicle";320333.54;36723.72;"2022-03-30 00:00:00";"2022-06-14 00:00:00";"AGT5024";"Active"
"POL53058";"CUST10390";"Property";121003.57;9150.88;"2024-04-10 00:00:00";"2024-12-13 00:00:00";"AGT5295";"Cancelled"
"POL53059";"CUST12428";"Health";293859.39;12597.37;"2023-04-05 00:00:00";"2024-05-08 00:00:00";"AGT5120";"Active"
"POL53060";"CUST11124";"Whole";343474.77;26449.57;"2024-04-30 00:00:00";"2024-12-12 00:00:00";"AGT5059";"Active"
"POL53061";"CUST10841";"Term";316264.38;40207.69;"2024-07-04 00:00:00";"2025-01-05 00:00:00";"AGT5143";"Lapsed"
"POL53062";"CUST10304";"Vehicle";182728.46;27237.71;"2023-11-19 00:00:00";"2025-06-07 00:00:00";"AGT5154";"Lapsed"
"POL53063";"CUST12367";"Property";405861.43;7016.58;"2022-12-05 00:00:00";"2025-02-11 00:00:00";"AGT5182";"Active"
"POL53064";"CUST11701";"Health";474010.98;42303.55;"2024-05-11 00:00:00";"2025-06-18 00:00:00";"AGT5219";"Lapsed"
"POL53065";"CUST11041";"Whole";180687.32;24427.79;"2024-07-14 00:00:00";"2024-12-15 00:00:00";"AGT5130";"Cancelled"
"POL53066";"CUST11535";"Property";757853.52;29208.0;"2021-08-25 00:00:00";"2023-08-05 00:00:00";"AGT5233";"Lapsed"
"POL53068";"CUST10011";"Term";149404.36;10685.45;"2022-07-10 00:00:00";"2025-01-28 00:00:00";"AGT5005";"Cancelled"
"POL53069";"CUST10507";"Health";580503.49;44870.2;"2023-03-13 00:00:00";"2025-04-17 00:00:00";"AGT5131";"Cancelled"
"POL53070";"CUST12103";"Whole";462489.02;47623.8;"2023-08-16 00:00:00";"2024-04-20 00:00:00";"AGT5239";"Active"
"POL53071";"CUST11790";"Vehicle";354985.71;44006.37;"2022-02-20 00:00:00";"2025-02-15 00:00:00";"AGT5044";"Lapsed"
"POL53074";"CUST10315";"Whole";599075.66;32947.15;"2022-02-07 00:00:00";"2022-12-31 00:00:00";"AGT5178";"Cancelled"
"POL53075";"CUST10074";"Property";709746.73;3127.81;"2022-11-24 00:00:00";"2023-08-09 00:00:00";"AGT5116";"Lapsed"
"POL53078";"CUST10678";"Term";827946.85;27371.4;"2023-07-08 00:00:00";"2024-01-30 00:00:00";"AGT5071";"Lapsed"
"POL53081";"CUST12195";"Term";328427.42;35224.77;"2023-02-12 00:00:00";"2023-09-26 00:00:00";"AGT5255";"Active"
"POL53082";"CUST10992";"Whole";493221.07;49730.59;"2023-08-30 00:00:00";"2024-02-13 00:00:00";"AGT5140";"Active"
"POL53083";"CUST10936";"Term";936609.78;10485.87;"2022-07-18 00:00:00";"2024-05-10 00:00:00";"AGT5217";"Lapsed"
"POL53085";"CUST10090";"Property";733349.17;21511.37;"2023-04-13 00:00:00";"2024-12-27 00:00:00";"AGT5132";"Active"
"POL53086";"CUST11056";"Vehicle";861445.72;41743.26;"2023-01-03 00:00:00";"2023-10-24 00:00:00";"AGT5093";"Active"
"POL53088";"CUST11708";"Whole";942553.22;16020.08;"2021-11-23 00:00:00";"2021-12-29 00:00:00";"AGT5234";"Active"
"POL53089";"CUST11181";"Health";125935.97;49414.19;"2022-04-30 00:00:00";"2024-12-18 00:00:00";"AGT5031";"Lapsed"
"POL53090";"CUST11882";"Vehicle";454153.14;15420.28;"2021-09-06 00:00:00";"2025-01-18 00:00:00";"AGT5052";"Lapsed"
"POL53093";"CUST11138";"Whole";690135.39;10373.49;"2022-09-10 00:00:00";"2023-04-06 00:00:00";"AGT5192";"Active"
"POL53094";"CUST12009";"Property";311207.2;16892.4;"2022-09-12 00:00:00";"2025-05-08 00:00:00";"AGT5069";"Cancelled"
"POL53096";"CUST11922";"Whole";410598.19;48243.29;"2022-12-29 00:00:00";"2023-08-18 00:00:00";"AGT5001";"Lapsed"
"POL53098";"CUST11742";"Term";833149.58;8448.09;"2023-07-11 00:00:00";"2023-08-12 00:00:00";"AGT5187";"Lapsed"
"POL53099";"CUST10823";"Property";699677.92;25508.84;"2024-03-28 00:00:00";"2025-04-25 00:00:00";"AGT5222";"Cancelled"
"POL53102";"CUST10413";"Health";957801.48;20933.8;"2024-01-25 00:00:00";"2024-03-12 00:00:00";"AGT5077";"Cancelled"
"POL53104";"CUST11091";"Vehicle";577116.76;7988.09;"2021-06-09 00:00:00";"2024-10-13 00:00:00";"AGT5128";"Cancelled"
"POL53105";"CUST11559";"Vehicle";887433.86;27510.75;"2023-05-23 00:00:00";"2025-03-19 00:00:00";"AGT5232";"Cancelled"
"POL53108";"CUST11508";"Vehicle";489585.28;9257.49;"2022-01-03 00:00:00";"2022-10-29 00:00:00";"AGT5078";"Lapsed"
"POL53109";"CUST11434";"Term";330688.78;31566.0;"2022-09-11 00:00:00";"2024-07-04 00:00:00";"AGT5282";"Active"
"POL53110";"CUST11783";"Vehicle";403393.5;9130.84;"2022-04-16 00:00:00";"2022-12-13 00:00:00";"AGT5274";"Active"
"POL53111";"CUST10968";"Whole";117368.73;32130.65;"2021-09-23 00:00:00";"2023-03-30 00:00:00";"AGT5159";"Active"
"POL53113";"CUST10605";"Health";736622.7;6597.11;"2023-05-01 00:00:00";"2025-07-24 00:00:00";"AGT5061";"Cancelled"
"POL53114";"CUST12044";"Vehicle";246147.02;36767.21;"2024-05-18 00:00:00";"2024-11-05 00:00:00";"AGT5002";"Cancelled"
"POL53116";"CUST12068";"Vehicle";127043.97;4816.38;"2021-06-09 00:00:00";"2024-12-22 00:00:00";"AGT5128";"Lapsed"
"POL53117";"CUST10366";"Vehicle";377599.39;16656.27;"2021-02-09 00:00:00";"2023-04-10 00:00:00";"AGT5033";"Lapsed"
"POL53118";"CUST10219";"Property";423515.6;18192.87;"2023-11-08 00:00:00";"2024-10-30 00:00:00";"AGT5185";"Cancelled"
"POL53119";"CUST11812";"Whole";914592.78;37344.77;"2022-06-18 00:00:00";"2022-10-22 00:00:00";"AGT5169";"Active"
"POL53120";"CUST10365";"Term";989670.26;47696.92;"2022-12-10 00:00:00";"2024-12-29 00:00:00";"AGT5028";"Active"
"POL53121";"CUST10223";"Whole";789134.3;24760.7;"2023-05-26 00:00:00";"2025-01-15 00:00:00";"AGT5024";"Active"
"POL53125";"CUST12162";"Vehicle";983531.32;44931.03;"2020-09-28 00:00:00";"2024-08-14 00:00:00";"AGT5260";"Lapsed"
"POL53128";"CUST11116";"Whole";954092.77;31766.48;"2024-06-21 00:00:00";"2024-10-03 00:00:00";"AGT5067";"Cancelled"
"POL53129";"CUST12190";"Health";397267.05;21497.71;"2024-02-02 00:00:00";"2024-10-15 00:00:00";"AGT5299";"Active"
"POL53130";"CUST12166";"Property";538245.88;13312.57;"2023-02-06 00:00:00";"2023-08-07 00:00:00";"AGT5140";"Cancelled"
"POL53131";"CUST10968";"Property";999892.9;3013.88;"2021-05-07 00:00:00";"2022-05-05 00:00:00";"AGT5142";"Lapsed"
"POL53132";"CUST12240";"Whole";803202.2;43661.66;"2023-11-26 00:00:00";"2024-08-11 00:00:00";"AGT5167";"Active"
"POL53133";"CUST11175";"Term";353624.14;36536.89;"2021-08-14 00:00:00";"2022-06-19 00:00:00";"AGT5234";"Active"
"POL53135";"CUST11680";"Property";423347.9;47259.0;"2022-01-18 00:00:00";"2024-07-12 00:00:00";"AGT5017";"Active"
"POL53137";"CUST10021";"Property";222468.9;20534.64;"2023-12-26 00:00:00";"2024-01-08 00:00:00";"AGT5277";"Cancelled"
"POL53138";"CUST12327";"Property";455258.92;20239.11;"2023-10-19 00:00:00";"2024-05-28 00:00:00";"AGT5271";"Active"
"POL53140";"CUST11911";"Vehicle";667410.53;17506.95;"2021-04-18 00:00:00";"2021-06-06 00:00:00";"AGT5031";"Lapsed"
"POL53141";"CUST12461";"Health";817469.31;13856.64;"2023-08-10 00:00:00";"2023-08-30 00:00:00";"AGT5064";"Active"
"POL53143";"CUST10790";"Term";997507.71;43267.51;"2021-11-25 00:00:00";"2024-09-02 00:00:00";"AGT5084";"Cancelled"
"POL53145";"CUST11732";"Whole";775941.26;16778.21;"2023-12-13 00:00:00";"2025-01-29 00:00:00";"AGT5099";"Active"
"POL53146";"CUST10959";"Term";394130.04;23217.52;"2023-04-14 00:00:00";"2023-07-22 00:00:00";"AGT5283";"Active"
"POL53148";"CUST11287";"Term";477525.09;36394.71;"2024-02-05 00:00:00";"2024-09-06 00:00:00";"AGT5094";"Active"
"POL53151";"CUST10184";"Health";265020.34;43417.98;"2022-05-30 00:00:00";"2023-07-23 00:00:00";"AGT5160";"Active"
"POL53152";"CUST10983";"Term";842818.57;31168.75;"2023-02-21 00:00:00";"2024-05-27 00:00:00";"AGT5179";"Lapsed"
"POL53154";"CUST11135";"Vehicle";476553.37;10932.16;"2023-05-13 00:00:00";"2025-06-28 00:00:00";"AGT5133";"Lapsed"
"POL53155";"CUST10236";"Property";220447.16;16720.5;"2024-03-14 00:00:00";"2024-07-15 00:00:00";"AGT5016";"Lapsed"
"POL53156";"CUST12439";"Health";812439.59;35834.47;"2022-03-17 00:00:00";"2023-11-21 00:00:00";"AGT5157";"Active"
"POL53159";"CUST11283";"Health";294630.88;30829.61;"2022-07-09 00:00:00";"2022-09-20 00:00:00";"AGT5243";"Active"
"POL53160";"CUST11577";"Vehicle";288569.77;24717.96;"2020-09-28 00:00:00";"2024-08-12 00:00:00";"AGT5190";"Cancelled"
"POL53161";"CUST11311";"Whole";679983.22;23289.56;"2022-03-07 00:00:00";"2024-05-08 00:00:00";"AGT5197";"Active"
"POL53162";"CUST10953";"Vehicle";491989.26;3626.2;"2021-01-15 00:00:00";"2021-03-05 00:00:00";"AGT5154";"Cancelled"
"POL53163";"CUST11426";"Property";594868.46;47282.66;"2022-04-10 00:00:00";"2022-05-29 00:00:00";"AGT5145";"Active"
"POL53164";"CUST10985";"Property";887288.76;29720.83;"2020-09-15 00:00:00";"2022-12-01 00:00:00";"AGT5134";"Active"
"POL53165";"CUST11852";"Property";864233.59;18450.84;"2021-05-20 00:00:00";"2023-08-19 00:00:00";"AGT5102";"Active"
"POL53167";"CUST11005";"Whole";282817.56;43226.7;"2023-06-27 00:00:00";"2024-07-20 00:00:00";"AGT5199";"Active"
"POL53170";"CUST12032";"Property";935953.18;4001.39;"2021-12-20 00:00:00";"2022-09-25 00:00:00";"AGT5049";"Active"
"POL53171";"CUST10371";"Vehicle";273824.06;28256.55;"2024-04-13 00:00:00";"2024-09-14 00:00:00";"AGT5173";"Lapsed"
"POL53172";"CUST12369";"Property";722772.4;18055.89;"2021-09-14 00:00:00";"2024-04-28 00:00:00";"AGT5033";"Cancelled"
"POL53173";"CUST11015";"Vehicle";581519.15;41291.76;"2024-01-14 00:00:00";"2025-05-18 00:00:00";"AGT5025";"Lapsed"
"POL53174";"CUST12053";"Vehicle";284894.63;48019.74;"2023-01-17 00:00:00";"2024-04-02 00:00:00";"AGT5020";"Lapsed"
"POL53175";"CUST10099";"Vehicle";968106.89;27108.94;"2022-08-15 00:00:00";"2024-06-06 00:00:00";"AGT5037";"Lapsed"
"POL53176";"CUST11890";"Health";672180.77;41354.06;"2021-04-27 00:00:00";"2024-12-31 00:00:00";"AGT5192";"Active"
"POL53180";"CUST10833";"Term";819978.35;13794.69;"2021-07-18 00:00:00";"2025-05-10 00:00:00";"AGT5163";"Lapsed"
"POL53181";"CUST10150";"Vehicle";375147.91;30423.66;"2022-04-11 00:00:00";"2024-09-21 00:00:00";"AGT5217";"Active"
"POL53183";"CUST10044";"Health";517429.33;30227.17;"2023-11-17 00:00:00";"2025-06-24 00:00:00";"AGT5140";"Lapsed"
"POL53184";"CUST10959";"Whole";920411.93;29369.27;"2024-07-16 00:00:00";"2025-06-14 00:00:00";"AGT5253";"Lapsed"
"POL53185";"CUST11924";"Vehicle";412393.7;21950.09;"2022-10-07 00:00:00";"2024-08-11 00:00:00";"AGT5159";"Lapsed"
"POL53186";"CUST10701";"Property";412283.16;40697.43;"2024-03-02 00:00:00";"2025-07-24 00:00:00";"AGT5209";"Cancelled"
"POL53187";"CUST10499";"Term";539412.42;30930.33;"2022-11-30 00:00:00";"2022-12-23 00:00:00";"AGT5051";"Active"
"POL53188";"CUST10066";"Vehicle";464947.6;22547.89;"2024-07-18 00:00:00";"2025-07-15 00:00:00";"AGT5165";"Active"
"POL53190";"CUST10796";"Vehicle";552601.34;19350.79;"2022-01-19 00:00:00";"2022-01-25 00:00:00";"AGT5204";"Cancelled"
"POL53191";"CUST12340";"Term";670064.06;36286.6;"2023-06-02 00:00:00";"2024-02-25 00:00:00";"AGT5169";"Cancelled"
"POL53192";"CUST12175";"Whole";128750.2;34628.34;"2022-04-04 00:00:00";"2024-04-28 00:00:00";"AGT5008";"Active"
"POL53195";"CUST10063";"Health";269027.68;12901.4;"2023-02-28 00:00:00";"2025-04-28 00:00:00";"AGT5020";"Cancelled"
"POL53196";"CUST11822";"Property";773916.94;12735.61;"2022-12-28 00:00:00";"2024-07-12 00:00:00";"AGT5262";"Lapsed"
"POL53197";"CUST10479";"Health";385512.42;9385.16;"2023-01-20 00:00:00";"2024-01-04 00:00:00";"AGT5135";"Lapsed"
"POL53198";"CUST11673";"Health";450241.27;30733.0;"2021-06-09 00:00:00";"2025-05-25 00:00:00";"AGT5072";"Cancelled"
"POL53199";"CUST12165";"Health";192902.45;25767.06;"2023-11-08 00:00:00";"2024-02-19 00:00:00";"AGT5196";"Cancelled"
"POL53201";"CUST10268";"Vehicle";316944.9;49820.08;"2022-02-28 00:00:00";"2023-01-23 00:00:00";"AGT5264";"Cancelled"
"POL53203";"CUST11285";"Health";768642.32;30504.76;"2022-04-29 00:00:00";"2024-05-28 00:00:00";"AGT5048";"Active"
"POL53204";"CUST12291";"Health";333799.72;40271.64;"2021-01-12 00:00:00";"2022-08-19 00:00:00";"AGT5135";"Active"
"POL53205";"CUST12092";"Term";169667.23;27781.07;"2023-10-14 00:00:00";"2025-04-13 00:00:00";"AGT5209";"Cancelled"
"POL53206";"CUST10628";"Health";149503.62;16851.19;"2023-10-13 00:00:00";"2024-12-31 00:00:00";"AGT5019";"Lapsed"
"POL53209";"CUST11598";"Health";432453.69;40325.89;"2023-01-28 00:00:00";"2023-12-19 00:00:00";"AGT5027";"Active"
"POL53213";"CUST10300";"Whole";348360.39;5546.36;"2024-05-09 00:00:00";"2024-07-10 00:00:00";"AGT5148";"Cancelled"
"POL53215";"CUST12178";"Whole";687788.5;12590.84;"2023-12-25 00:00:00";"2025-06-17 00:00:00";"AGT5199";"Cancelled"
"POL53217";"CUST11671";"Vehicle";326373.91;30454.43;"2021-10-07 00:00:00";"2025-02-01 00:00:00";"AGT5028";"Lapsed"
"POL53218";"CUST11239";"Vehicle";470110.7;26833.89;"2023-09-10 00:00:00";"2023-10-02 00:00:00";"AGT5019";"Active"
"POL53220";"CUST11861";"Property";376004.81;27599.24;"2024-03-14 00:00:00";"2024-09-02 00:00:00";"AGT5297";"Lapsed"
"POL53222";"CUST11850";"Health";846718.69;24511.68;"2021-06-07 00:00:00";"2023-07-26 00:00:00";"AGT5055";"Cancelled"
"POL53225";"CUST11340";"Whole";383062.32;12461.6;"2022-11-29 00:00:00";"2024-04-21 00:00:00";"AGT5193";"Lapsed"
"POL53226";"CUST10466";"Whole";675071.24;47786.08;"2023-07-23 00:00:00";"2024-02-06 00:00:00";"AGT5024";"Active"
"POL53227";"CUST10941";"Vehicle";175158.3;47436.13;"2023-06-07 00:00:00";"2024-10-16 00:00:00";"AGT5106";"Lapsed"
"POL53228";"CUST11033";"Vehicle";987001.4;48164.63;"2021-11-15 00:00:00";"2023-10-25 00:00:00";"AGT5159";"Cancelled"
"POL53230";"CUST11933";"Property";397786.31;20997.94;"2022-09-15 00:00:00";"2024-02-04 00:00:00";"AGT5021";"Cancelled"
"POL53231";"CUST12441";"Vehicle";215382.73;46494.47;"2024-01-01 00:00:00";"2024-04-17 00:00:00";"AGT5232";"Cancelled"
